"id","first_name","last_name","email","gender","ip_address","country","city","credit_card","purchases","department","was_offered_discount"
804,"Raymund","Walbrook","rwalbrookmb@free.fr","Male","127.211.39.136","France","Chantilly","mastercard",15143.05,"Garden",TRUE
805,"Townsend","Hartlebury","thartleburymc@intel.com","Male","222.53.115.214","Poland","Piława Górna","jcb",9973.62,"Kids",TRUE
806,"Tiffany","Stempe","tstempemd@yellowbook.com","Female","199.171.234.134","Bosnia and Herzegovina","Knežica","jcb",6528.59,"Games",TRUE
807,"Jacqui","Ormiston","jormistonme@apache.org","Female","188.57.223.103","Germany","Köln","americanexpress",2920.86,"Sports",FALSE
808,"Kirbie","Gledhill","kgledhillmf@seesaa.net","Female","25.126.70.101","Thailand","Ko Si Chang","jcb",21536.02,"Games",FALSE
809,"Pincas","Conrart","pconrartmg@mozilla.com","Male","223.185.164.80","Philippines","Bangad","jcb",2827.4,"Grocery",FALSE
810,"Denyse","Aslott","daslottmh@seesaa.net","Female","176.71.11.132","Russia","Plast","switch",3048.68,"Toys",TRUE
811,"Kassia","Stealy","kstealymi@canalblog.com","Female","238.144.99.239","Tanzania","Chanika","jcb",19761.63,"Games",FALSE
812,"Nydia","Rydzynski","nrydzynskimj@ucla.edu","Female","3.59.160.101","China","Piduhe","jcb",2810.82,"Jewelery",FALSE
813,"Herta","Henrique","hhenriquemk@forbes.com","Female","199.23.209.201","Poland","Dębno","jcb",3543.49,"Computers",FALSE
814,"Gregoire","Thal","gthalml@ovh.net","Male","191.35.75.163","Portugal","Águas","china-unionpay",9709.1,"Jewelery",TRUE
815,"Prescott","Lickess","plickessmm@google.de","Male","88.45.137.87","Vietnam","Ô Môn","americanexpress",16010.73,"Baby",TRUE
816,"Orly","Naismith","onaismithmn@google.nl","Female","9.11.52.105","Latvia","Priekule","mastercard",908.46,"Tools",FALSE
817,"Lennard","Ounsworth","lounsworthmo@dagondesign.com","Male","111.104.247.20","Somalia","Ceelbuur","bankcard",9703.16,NA,FALSE
818,"Chelsie","Cockshut","ccockshutmp@dropbox.com","Female","87.177.4.155","Portugal","Paranho","visa-electron",6575.26,NA,FALSE
819,"Cozmo","Lancley","clancleymq@altervista.org","Male","166.115.62.84","Indonesia","Muarabuliti","jcb",2491.2,"Electronics",TRUE
820,"Tiphanie","Work","tworkmr@stanford.edu","Female","61.172.68.134","Peru","Tauca","americanexpress",294.39,NA,TRUE
821,"Manolo","Duffett","mduffettms@tripadvisor.com","Male","8.124.33.46","Philippines","San Carlos","laser",13118.37,"Home",TRUE
822,"Iorgo","Saunt","isauntmt@tinypic.com","Male","28.83.246.144","Vietnam","Vạn Giã","jcb",16046.3,"Electronics",TRUE
823,"Itch","Le Pruvost","ilepruvostmu@quantcast.com","Male","87.77.187.135","China","Qiangtou","jcb",9732.67,"Clothing",FALSE
824,"Ruddie","Lambart","rlambartmv@accuweather.com","Male","58.81.209.113","Philippines","Totolan","jcb",2888.46,"Sports",TRUE
825,"Pembroke","Coaker","pcoakermw@cpanel.net","Male","116.172.220.59","Poland","Zwierzyń","jcb",3524.01,"Music",FALSE
826,"Tulley","Satyford","tsatyfordmx@redcross.org","Male","212.38.134.243","China","Kunshan","jcb",14550.57,"Games",FALSE
827,"Aurel","Heys","aheysmy@smugmug.com","Female","248.243.255.160","Uganda","Kyankwanzi","mastercard",17704.55,"Computers",TRUE
828,"Niccolo","Gothliff","ngothliffmz@parallels.com","Male","116.50.138.158","Poland","Szydłowo","jcb",9385.77,"Home",TRUE
829,"Law","Throughton","lthroughtonn0@shop-pro.jp","Male","234.196.91.171","China","Wangchuanchang","jcb",8086.43,"Books",FALSE
830,"Bryce","Joubert","bjoubertn1@sogou.com","Male","8.158.184.56","Japan","Sasaguri","solo",5874.45,"Kids",TRUE
831,"Ewen","Melchior","emelchiorn2@addtoany.com","Male","79.246.140.92","Cape Verde","Praia","jcb",7308.19,"Beauty",TRUE
832,"Valentijn","Worsell","vworselln3@multiply.com","Male","142.48.78.134","Indonesia","Demuk","jcb",17274.41,NA,TRUE
833,"Kain","Stannering","kstanneringn4@booking.com","Male","179.97.63.37","Russia","Novosin’kovo","jcb",4872.37,"Games",TRUE
834,"Dalis","Crang","dcrangn5@merriam-webster.com","Male","253.236.189.88","China","Honglai","jcb",18724.12,"Toys",FALSE
835,"Alva","Sweed","asweedn6@i2i.jp","Male","206.189.115.18","Nigeria","Abeokuta","mastercard",18466.99,"Books",FALSE
836,"Hube","Genike","hgeniken7@miitbeian.gov.cn","Male","72.181.214.119","Indonesia","Sumbergayam","switch",4866.75,"Games",TRUE
837,"Joline","Goad","jgoadn8@scribd.com","Female","19.196.27.28","Portugal","Monte Leite","solo",18484.7,"Toys",TRUE
838,"Isidro","Inggall","iinggalln9@freewebs.com",NA,"62.74.80.150","Philippines",NA,NA,NA,NA,NA
839,"Laure","Plumbe","lplumbena@google.it","Female","206.151.17.130","Sweden","Katrineholm","laser",8338.53,"Electronics",FALSE
840,"Gustaf","Drinkwater","gdrinkwaternb@godaddy.com","Male","124.49.101.34","Kenya","Kihancha","jcb",15277.13,"Computers",FALSE
841,"Minetta","Fieldstone","mfieldstonenc@sciencedirect.com","Female","66.153.27.53","Russia","Polyarnyye Zori","mastercard",1601.17,"Toys",FALSE
842,"Louis","Fishley","lfishleynd@shinystat.com","Male","181.185.17.81","Colombia","La Dorada","visa",1182.83,"Kids",FALSE
843,"Thelma","Cammomile","tcammomilene@craigslist.org","Female","110.62.253.92","Honduras","Arada","jcb",5181.59,"Home",TRUE
844,"Xever","Ticksall","xticksallnf@psu.edu","Male","36.137.98.91","Philippines","Guisijan","diners-club-carte-blanche",22410.65,"Electronics",FALSE
845,"Alicia","Lodwick","alodwickng@census.gov","Female","253.213.79.127","Afghanistan","Jalālābād","jcb",9935.13,"Outdoors",TRUE
846,"Eli","Mendus","emendusnh@npr.org","Male","104.124.72.4","Indonesia","Gampang","jcb",21377.34,"Clothing",TRUE
847,"Rayna","Quye","rquyeni@icq.com","Female","114.184.211.43","Indonesia","Banjar Tengah","jcb",3672.15,"Baby",FALSE
848,"Marlow","Tabram","mtabramnj@prnewswire.com","Male","128.64.12.23","China","Jiahe","visa",18562.23,NA,FALSE
849,"Arlen","Reubbens","areubbensnk@alibaba.com","Female","212.202.150.255","China","Qingshuihe","jcb",15478.83,"Shoes",FALSE
850,"Tyne","Short","tshortnl@diigo.com","Female","7.111.12.195","Philippines","Ani-e","bankcard",9464.25,"Music",FALSE
851,"Benito","Baake","bbaakenm@twitter.com","Male","44.163.219.90","Philippines","Buenavista","mastercard",106.88,"Clothing",FALSE
852,"Theodora","Elleton","telletonnn@ftc.gov","Female","60.187.249.48","China","Taosha","instapayment",10124.41,"Clothing",FALSE
853,"Seward","Witard","switardno@google.co.uk","Male","1.71.70.237","Kyrgyzstan","Tash-Kumyr","americanexpress",14269.56,"Sports",FALSE
854,"Vonnie","Dearle","vdearlenp@telegraph.co.uk","Female","238.24.93.244","Mongolia","Hüremt","jcb",16132.43,"Health",TRUE
855,"Boniface","Bohlsen","bbohlsennq@jiathis.com","Male","91.121.204.202","China","Heilangkou","jcb",21705.65,"Beauty",FALSE
856,"Cord","Cropton","ccroptonnr@chicagotribune.com","Male","184.105.218.96","Argentina","Villa Regina","maestro",7740.1,"Clothing",FALSE
857,"Wake","Crimmins","wcrimminsns@walmart.com","Male","251.158.157.227","Indonesia","Sedatigede","jcb",20739.87,"Grocery",TRUE
858,"Aubine","Saward","asawardnt@unblog.fr","Female","88.2.180.174","Turkmenistan","Atamyrat","bankcard",9231.18,NA,FALSE
859,"Lou","Biner","lbinernu@live.com","Male","6.29.244.231","Peru","Bernal","mastercard",3762.77,"Kids",TRUE
860,"Carleton","Bourne","cbournenv@ca.gov","Male","55.211.102.43","China","Baizhang","jcb",17432.71,"Books",FALSE
861,"Lynn","Ducker","lduckernw@spiegel.de","Female","42.96.119.62","Tanzania","Rulenge","jcb",11212.84,"Kids",TRUE
862,"Gray","Greene","ggreenenx@telegraph.co.uk","Female","84.121.241.40","Argentina","Capioví","diners-club-carte-blanche",3691.52,"Music",FALSE
863,"Quillan","Newvell","qnewvellny@newyorker.com","Male","221.180.57.239","Indonesia","Aikmel","maestro",1144.55,"Jewelery",TRUE
864,"Carlyle","Tunnock","ctunnocknz@symantec.com","Male","218.253.89.99","Russia","Buy","jcb",8607.67,"Toys",TRUE
865,"Terese","McCalum","tmccalumo0@smugmug.com","Female","73.68.88.90","Russia","Medvedovskaya","mastercard",18891.14,"Tools",TRUE
866,"Mahmoud","Kubis","mkubiso1@w3.org","Male","30.16.97.87","Brazil","Planaltina","jcb",11941.23,NA,TRUE
867,"Selestina","Bolmann","sbolmanno2@ameblo.jp","Female","109.181.237.182","Philippines","Dimayon","diners-club-enroute",3995.08,"Jewelery",FALSE
868,"Reyna","Canty","rcantyo3@seattletimes.com",NA,"51.30.235.172","Afghanistan",NA,NA,NA,"Beauty",NA
869,"Owen","Catterson","ocattersono4@constantcontact.com","Male","15.66.77.143","Dominican Republic","Juan Santiago","mastercard",18452.62,"Outdoors",TRUE
870,"Emeline","Fradgley","efradgleyo5@edublogs.org","Female","57.249.147.30","Germany","Würzburg","jcb",19638.68,"Industrial",FALSE
871,"Gilberte","Hendricks","ghendrickso6@elegantthemes.com","Female","126.54.247.175","Sweden","Åstorp","laser",21227.07,"Health",TRUE
872,"Renato","Ceillier","rceilliero7@deliciousdays.com","Male","225.220.134.46","Russia","Pionerskiy","jcb",19012.31,"Jewelery",FALSE
873,"Sophey","Heffy","sheffyo8@ftc.gov","Female","15.42.64.109","Norway","Oslo","instapayment",19459.75,NA,TRUE
874,"Hashim","Mannock","hmannocko9@ehow.com","Male","78.153.166.31","France","Lyon","visa-electron",17162.77,"Grocery",FALSE
875,"Bernette","Crapper","bcrapperoa@rambler.ru","Female","239.56.193.125","Russia","Yashkul’","visa",10133.51,"Grocery",TRUE
876,"Winny","Landsbury","wlandsburyob@myspace.com","Male","192.243.97.103","Colombia","Lorica","china-unionpay",1785.5,NA,FALSE
877,"Lizabeth","Depka","ldepkaoc@wikimedia.org","Female","19.4.210.58","Bahrain","Sitrah","diners-club-enroute",20962.36,"Industrial",FALSE
878,"Adolphe","Hirth","ahirthod@cisco.com","Male","191.166.147.195","Brazil","Passo Fundo","diners-club-carte-blanche",2687.78,"Shoes",TRUE
879,"Gunther","Cornils","gcornilsoe@whitehouse.gov","Male","132.129.190.176","Serbia","Neuzina","maestro",56.19,"Health",FALSE
880,"Brit","Stuttman","bstuttmanof@nature.com","Male","58.74.41.110","Canada","Neebing","jcb",6462.02,"Games",TRUE
881,"Boyd","Lilloe","blilloeog@wikia.com","Male","133.139.72.203","China","Jinchang","switch",7499.62,"Health",FALSE
882,"Gizela","Busk","gbuskoh@economist.com","Female","244.46.5.24","Japan","Isesaki","jcb",13826.2,"Beauty",TRUE
883,"L;urette","Kibard","lkibardoi@wsj.com","Female","91.42.191.19","Croatia","Ugljan","mastercard",1818.65,"Kids",FALSE
884,"Rodolph","Hume","rhumeoj@theglobeandmail.com","Male","25.247.105.96","Japan","Mikuni","jcb",1276.15,"Sports",FALSE
885,"Buiron","Aggs","baggsok@berkeley.edu","Male","7.72.52.132","Canada","Kingston","diners-club-carte-blanche",13970.57,"Industrial",TRUE
886,"Sheeree","Hiorn","shiornol@nytimes.com","Female","216.186.179.45","United States","San Jose","bankcard",18881.38,NA,FALSE
887,"Ilyse","Dunthorne","idunthorneom@foxnews.com","Female","149.135.214.89","Portugal","Martingança-Gare","jcb",4220.79,"Toys",TRUE
888,"Myrtice","Winspur","mwinspuron@technorati.com","Female","81.121.110.131","Bolivia","Roboré","china-unionpay",21356.83,"Garden",TRUE
889,"Pammy","Bitcheno","pbitchenooo@miitbeian.gov.cn","Female","47.202.167.254","Philippines","Santa Lucia","jcb",21989.77,"Toys",TRUE
890,"Teodoro","Laughton","tlaughtonop@bbb.org","Male","72.37.9.134","Portugal","São Paio Merelim","switch",18869.11,"Clothing",TRUE
891,"Adlai","Albin","aalbinoq@sphinn.com","Male","204.230.193.91","Indonesia","Kadipaten","china-unionpay",14578.9,"Grocery",TRUE
892,"Ursala","Mandrake","umandrakeor@time.com","Female","47.194.106.19","China","Guta","mastercard",12845.64,"Outdoors",TRUE
893,"Arlan","Clixby","aclixbyos@tuttocitta.it","Male","62.252.34.189","Syria","Sulūk","instapayment",3730.35,"Beauty",TRUE
894,"Lynnet","Clayton","lclaytonot@youtu.be","Female","38.84.107.209","Russia","Zharkovskiy","visa-electron",741.85,"Music",TRUE
895,"Nial","Illsley","nillsleyou@about.me","Male","46.6.16.222","Canada","Prince Albert","diners-club-enroute",667.81,NA,FALSE
896,"Nikolia","Palia","npaliaov@npr.org","Female","79.102.184.19","Poland","Dukla","americanexpress",8793.45,"Movies",FALSE
897,"Debby","Miliffe","dmiliffeow@elpais.com","Female","208.21.68.192","Brazil","Rio Negrinho","jcb",16402.36,"Automotive",TRUE
898,"Gabriella","Tuppeny","gtuppenyox@gravatar.com","Female","118.101.200.237","Argentina","San Antonio","china-unionpay",7227.65,"Garden",TRUE
899,"Cornie","Sidney","csidneyoy@alexa.com","Male","167.42.136.14","Philippines","Gueset","americanexpress",21910.44,NA,TRUE
900,"Kevin","MacAndrew","kmacandrewoz@elpais.com","Male","5.168.135.49","Libya","Zuwārah","bankcard",7994.56,"Tools",TRUE
901,"Hermina","Aldhous","haldhousp0@yahoo.com","Female","134.187.223.108","Indonesia","Puutura","americanexpress",6590.3,NA,FALSE
902,"Germaine","Ethridge","gethridgep1@gov.uk","Male","35.75.225.116","Indonesia","Srono","maestro",22580.64,"Toys",FALSE
903,"Jacquie","Doxey","jdoxeyp2@domainmarket.com","Female","191.204.161.168","Jamaica","Maggotty","jcb",13404.39,"Beauty",FALSE
904,"Karole","Poppy","kpoppyp3@prlog.org","Female","39.199.249.35","Greece","Atsipópoulon","diners-club-enroute",2634.46,"Books",TRUE
905,"Rafaela","Tadgell","rtadgellp4@bloomberg.com","Female","200.141.32.23","Russia","Olenegorsk","jcb",5512.26,"Home",FALSE
906,"Petronilla","Lembcke","plembckep5@google.it","Female","85.58.96.81","China","Sanxi","diners-club-carte-blanche",2627.64,"Grocery",FALSE
907,"Andria","Potapczuk","apotapczukp6@wikimedia.org","Female","145.226.245.164","China","Zhongcun","jcb",10288.17,"Grocery",FALSE
908,"Holly","Burnsyde","hburnsydep7@miibeian.gov.cn","Female","227.122.180.149","Poland","Baranowo","switch",2436.35,"Baby",FALSE
909,"Isak","Cettell","icettellp8@apple.com","Male","30.212.27.206","France","Lyon","jcb",16953.36,"Computers",FALSE
910,"Nero","Petrecz","npetreczp9@earthlink.net","Male","151.208.76.103","Peru","Canchayllo","china-unionpay",13309.8,"Electronics",TRUE
911,"Honey","Seifert","hseifertpa@amazonaws.com","Female","84.132.6.7","Sweden","Luleå","china-unionpay",3921.95,"Baby",TRUE
912,"Sheff","Tarborn","starbornpb@quantcast.com","Male","140.178.218.249","Japan","Taketoyo","diners-club-enroute",19746.92,"Sports",FALSE
913,"Cristina","Aarons","caaronspc@ebay.co.uk","Female","84.170.196.133","United States","Greeley","jcb",3216.4,"Clothing",FALSE
914,"Rudd","Georgius","rgeorgiuspd@buzzfeed.com","Male","112.9.174.205","Indonesia","Karangmelok","instapayment",15516.29,"Toys",FALSE
915,"Lock","Gorick","lgorickpe@dailymail.co.uk","Male","204.230.236.225","United States","Chicago","laser",16481.3,"Garden",FALSE
916,"Sileas","Lanchester","slanchesterpf@nsw.gov.au","Female","238.248.126.198","Russia","Isyangulovo","visa",15708.69,"Kids",FALSE
917,"Brooke","Bernhardi","bbernhardipg@example.com","Female","8.249.168.36","Argentina","Villa Mercedes","jcb",22568.25,NA,FALSE
918,"Jeffry","Connow","jconnowph@cnn.com","Male","140.135.222.151","China","Shuiyuesi","jcb",20926.18,"Jewelery",FALSE
919,"Caterina","Dillistone","cdillistonepi@tinyurl.com","Female","78.141.33.221","Brazil","Três Coroas","americanexpress",17464.43,"Books",TRUE
920,"Dall","Tremellan","dtremellanpj@shareasale.com","Male","6.98.35.221","Indonesia","Ciawi","jcb",810.91,"Sports",TRUE
921,"Derrek","Balf","dbalfpk@nymag.com","Male","47.9.183.137","Colombia","Potosí","mastercard",16278.84,"Home",TRUE
922,"Hernando","Lumb","hlumbpl@uiuc.edu","Male","106.120.97.241","Vietnam","Cam Lâm","jcb",3552.94,"Games",TRUE
923,"Donnie","Atger","datgerpm@adobe.com","Male","234.53.211.19","Argentina","Lincoln","jcb",16751.71,"Garden",FALSE
924,"Lon","Seedman","lseedmanpn@ucoz.com","Male","70.249.190.52","Mongolia","Darhan","jcb",21462.36,"Industrial",FALSE
925,"Adolph","Kennsley","akennsleypo@google.co.jp","Male","201.160.122.21","Germany","Reutlingen","jcb",17184.27,"Beauty",TRUE
926,"Erinn","Battin","ebattinpp@ezinearticles.com","Female","150.133.172.83","China","Jingmen","americanexpress",5493.9,NA,FALSE
927,"Tarrance","Whistance","twhistancepq@epa.gov","Male","67.215.199.111","Dominica","Portsmouth","jcb",1828.77,"Automotive",TRUE
928,"Aubrie","Drewett","adrewettpr@nymag.com","Female","223.196.123.9","Argentina","Caseros","maestro",620.82,"Tools",FALSE
929,"Angie","Summerrell","asummerrellps@wikia.com","Male","221.85.73.184","Philippines","Pulangbato","americanexpress",14562.3,NA,FALSE
930,"Dale","Libbe","dlibbept@arizona.edu","Female","132.96.55.190","Brazil","Cajati","jcb",1770.04,NA,TRUE
931,"Romona","Golt","rgoltpu@economist.com","Female","152.128.37.157","Portugal","Baleal","mastercard",6060.52,"Computers",FALSE
932,"Yolanda","Reilinger","yreilingerpv@china.com.cn","Female","81.167.133.56","Brazil","Brumado","jcb",19961.74,"Books",FALSE
933,"Bertie","Farra","bfarrapw@bluehost.com",NA,"83.122.67.73","United States",NA,NA,NA,"Shoes",NA
934,"Rolf","Mawdsley","rmawdsleypx@etsy.com","Male","32.106.71.99","China","Kuzhuping","maestro",9307.23,"Electronics",TRUE
935,"Coralyn","Kyne","ckynepy@ibm.com","Female","142.172.90.20","Poland","Dębno","laser",8384.71,"Electronics",TRUE
936,"Truman","Dewi","tdewipz@artisteer.com","Male","92.106.101.135","Poland","Strzyżowice","jcb",14321.37,"Shoes",TRUE
937,"Egor","Degnen","edegnenq0@zdnet.com","Male","125.252.57.80","China","Ma’an","jcb",1141.4,"Computers",TRUE
938,"Malachi","Billsberry","mbillsberryq1@washingtonpost.com","Male","204.180.202.111","Czech Republic","Trhové Sviny","mastercard",18055.62,"Movies",TRUE
939,"Mickie","Lackemann","mlackemannq2@ustream.tv","Female","119.28.25.25","Bosnia and Herzegovina","Visoko","jcb",20228.25,"Tools",FALSE
940,"Cherri","Pea","cpeaq3@freewebs.com","Female","72.251.72.199","Russia","Zimovniki","mastercard",4253.91,"Tools",FALSE
941,"Mel","Abramow","mabramowq4@earthlink.net","Female","232.99.140.233","China","Dejilin","mastercard",9702.15,"Grocery",FALSE
942,"Sandye","Gately","sgatelyq5@is.gd","Female","253.121.12.217","France","Saint-Avertin","jcb",17147.18,"Electronics",FALSE
943,"Dareen","Strachan","dstrachanq6@utexas.edu","Female","151.54.152.27","Russia","Sasovo","china-unionpay",22553.12,"Toys",FALSE
944,"Clarke","Morrowe","cmorroweq7@washington.edu","Male","245.84.252.9","Guatemala","Ciudad Tecún Umán","instapayment",9550.12,NA,FALSE
945,"Callida","Coenraets","ccoenraetsq8@weather.com","Female","108.48.129.162","China","Shiren","switch",14757.86,"Movies",TRUE
946,"Jedidiah","O' Meara","jomearaq9@ibm.com","Male","95.38.112.228","Croatia","Postira","jcb",3853.62,"Grocery",FALSE
947,"Ailyn","des Remedios","adesremediosqa@salon.com","Female","115.252.221.249","Colombia","San Marcos","bankcard",6552.01,"Outdoors",FALSE
948,"Franny","Moralee","fmoraleeqb@paginegialle.it","Male","145.152.121.169","China","Huili","solo",1578.41,"Music",TRUE
949,"Tann","Clair","tclairqc@pinterest.com","Male","130.85.177.203","Ireland","Castlebellingham","diners-club-carte-blanche",4988.82,NA,FALSE
950,"Doria","Tolputt","dtolputtqd@sourceforge.net","Female","87.168.222.40","Nigeria","Gusau","maestro",17716.04,"Jewelery",TRUE
951,"Kelsy","Birdis","kbirdisqe@army.mil","Female","253.151.57.8","Argentina","Nueve de Julio","solo",5566.64,NA,FALSE
952,"Maisie","McGraffin","mmcgraffinqf@netscape.com","Female","213.19.243.232","Portugal","Quinta","diners-club-carte-blanche",4926.24,"Tools",FALSE
953,"Wilbert","McAllaster","wmcallasterqg@ebay.co.uk","Male","167.72.44.68","China","Jiaoziya","jcb",19114.73,"Shoes",TRUE
954,"Fitzgerald","Piscot","fpiscotqh@ezinearticles.com","Male","193.185.212.57","Colombia","Aguachica","jcb",7410.73,"Tools",FALSE
955,"Clay","Sallnow","csallnowqi@nyu.edu","Male","185.152.100.7","Thailand","Thung Khru","jcb",5466.5,"Sports",TRUE
956,"Thatch","Leftly","tleftlyqj@intel.com","Male","31.28.12.53","Indonesia","Puncakwangi","bankcard",19760.58,"Games",TRUE
957,"Teresa","Weadick","tweadickqk@soup.io","Female","113.202.157.143","United States","Muskegon","mastercard",12338.95,"Clothing",TRUE
958,"Meghann","Reder","mrederql@github.io","Female","31.44.241.123","France","Lyon","visa",9234.2,"Shoes",FALSE
959,"Marlowe","Lensch","mlenschqm@domainmarket.com","Male","215.7.235.206","Philippines","Batal","jcb",17141.99,"Clothing",TRUE
960,"Asia","Dedenham","adedenhamqn@vkontakte.ru","Female","182.119.248.60","Russia","Almaznyy","maestro",13909.37,"Grocery",TRUE
961,"Eduard","Purnell","epurnellqo@printfriendly.com","Male","189.205.192.69","France","Marmande","diners-club-enroute",19501.34,"Sports",FALSE
962,"Clementine","Carous","ccarousqp@google.co.jp","Female","91.23.95.247","United States","Los Angeles","switch",19347.71,"Garden",TRUE
963,"Nat","Barthram","nbarthramqq@moonfruit.com","Male","113.95.18.35","Pakistan","Vihāri","jcb",13120.71,"Computers",FALSE
964,"Eugene","Bustard","ebustardqr@spotify.com","Male","44.31.152.23","Canada","Deep River","jcb",13447.1,"Industrial",TRUE
965,"Sebastiano","MacKibbon","smackibbonqs@reverbnation.com","Male","98.164.3.174","Ukraine","Krolevets’","jcb",3473.83,NA,FALSE
966,"Chad","Southcomb","csouthcombqt@ftc.gov","Male","54.158.85.174","Palestinian Territory","Bayt Wazan","bankcard",3024.96,"Industrial",TRUE
967,"Frazer","Mars","fmarsqu@patch.com","Male","99.243.177.145","Indonesia","Kudus","jcb",16029.67,"Shoes",FALSE
968,"Fenelia","Jankiewicz","fjankiewiczqv@dell.com","Female","5.104.138.215","China","Xiaochuan","diners-club-enroute",4340.17,"Toys",TRUE
969,"Anatol","Blowne","ablowneqw@imgur.com","Male","88.74.79.147","Indonesia","Citeureup","jcb",15665.91,"Garden",FALSE
970,"Rasia","Hawker","rhawkerqx@histats.com","Female","255.56.201.9","Ukraine","Kapitanivka","jcb",2036.39,"Beauty",FALSE
971,"Cully","Outright","coutrightqy@infoseek.co.jp","Male","13.116.48.154","Croatia","Repušnica","jcb",3523.28,"Sports",TRUE
972,"Crystal","Mixhel","cmixhelqz@tuttocitta.it","Female","246.25.199.75","Reunion","Saint-Pierre","switch",22457.41,"Jewelery",FALSE
973,"Kahaleel","Riddington","kriddingtonr0@constantcontact.com","Male","210.209.113.79","Brazil","Maracanã","jcb",21232.97,"Grocery",FALSE
974,"Galvan","Stredwick","gstredwickr1@bing.com","Male","216.172.158.9","Philippines","Kitango","jcb",400.76,"Beauty",FALSE
975,"Cicily","Rixon","crixonr2@usa.gov","Female","234.106.121.150","Russia","Gorbatovka","laser",19727.97,"Kids",TRUE
976,"Jobina","Ribchester","jribchesterr3@t.co","Female","7.170.177.244","Togo","Tchamba","jcb",21299.31,"Home",FALSE
977,"Carmencita","Amort","camortr4@tmall.com","Female","31.253.255.233","Zambia","Sesheke","china-unionpay",3379.91,"Baby",FALSE
978,"Cinnamon","Guerrieri","cguerrierir5@desdev.cn","Female","243.194.177.77","China","Dasha","jcb",251.65,NA,TRUE
979,"Venus","Hauxby","vhauxbyr6@europa.eu","Female","196.119.73.246","Poland","Chocianów","maestro",17588.07,"Music",TRUE
980,"Andros","Brader","abraderr7@fda.gov","Male","180.64.154.104","Russia","Somovo","bankcard",7440.36,"Books",FALSE
981,"Julieta","Schafer","jschaferr8@samsung.com","Female","111.251.174.40","Yemen","Al Munīrah","jcb",9157.39,"Books",TRUE
982,"Donny","Raoult","draoultr9@japanpost.jp","Male","73.114.87.4","Finland","Virolahti","diners-club-us-ca",204.67,"Books",TRUE
983,"Gerladina","O'Curran","gocurranra@shop-pro.jp","Female","48.244.199.97","Lebanon","Sîr ed Danniyé","diners-club-carte-blanche",6360.36,"Grocery",FALSE
984,"Terrill","Orchard","torchardrb@redcross.org","Male","29.111.94.79","Palestinian Territory","Bidyā","switch",18198.37,"Music",TRUE
985,"Fanni","Colombier","fcolombierrc@delicious.com","Female","108.221.14.246","Ukraine","Yenakiyeve","visa",8140.91,"Clothing",FALSE
986,"Nataniel","Gurys","ngurysrd@infoseek.co.jp","Male","169.236.244.190","Finland","Vaasa","solo",13214.12,"Beauty",TRUE
987,"Garvy","Figgen","gfiggenre@examiner.com","Male","92.248.135.156","Ivory Coast","Bangolo","americanexpress",608.2,"Industrial",TRUE
988,"Thaxter","Showler","tshowlerrf@nytimes.com","Male","85.28.21.173","Brazil","Igarapé Miri","jcb",7842.36,"Health",TRUE
989,"Gerri","Brinkley","gbrinkleyrg@amazonaws.com","Male","157.231.208.20","Latvia","Ulbroka","jcb",21932,"Toys",TRUE
990,"Rose","Gulleford","rgullefordrh@shop-pro.jp","Female","177.242.122.124","Indonesia","Cikole","jcb",14589.8,"Movies",FALSE
991,"Kenn","Leynham","kleynhamri@jalbum.net","Male","65.164.90.229","Argentina","San Pedro","bankcard",7869.75,"Games",FALSE
992,"Tatiana","Whales","twhalesrj@yellowbook.com","Female","115.240.248.240","Egypt","Juhaynah","jcb",1615.28,"Automotive",TRUE
993,"Leila","Chastey","lchasteyrk@weather.com","Female","12.137.150.32","China","Yunxi","mastercard",4083.62,"Kids",FALSE
994,"Ogden","Lorentz","olorentzrl@reference.com","Male","254.177.227.179","China","Wuyang","diners-club-enroute",20855.17,"Outdoors",FALSE
995,"Teodor","Birkhead","tbirkheadrm@eepurl.com","Male","93.201.11.139","Canada","Roberval","jcb",2064.07,NA,FALSE
996,"Piotr","Mizzen","pmizzenrn@youku.com","Male","200.194.174.192","Czech Republic","Sezemice","mastercard",22841.86,NA,FALSE
997,"Gage","Sanday","gsandayro@linkedin.com","Male","26.197.206.179","China","Longhua","laser",2991.69,"Industrial",FALSE
998,"Dallon","Dellenbach","ddellenbachrp@blogs.com","Male","124.180.66.236","Sweden","Örbyhus","jcb",18459.11,"Health",FALSE
999,"Lorri","Dimitrie","ldimitrierq@mayoclinic.com","Female","88.201.225.206","China","Biqiao","jcb",16650.14,"Baby",TRUE
1000,"Jedidiah","Bendik","jbendikrr@prnewswire.com","Male","225.62.212.146","Ukraine","Tal’ne","maestro",4377.04,"Garden",FALSE
